"","Shape","Layer","Animal","ID","Image","Area","ConvexArea","MajorAxisLength","MinorAxisLength","Perimeter","ConvexPerimeter","EquivDiameter","Eccentricity","Solidity","Extent","InvAR","ConvexCircularity","Ngb_50","Ngb_100","N"
"140","Complex","1","Equus caballus","20180620","5",43.02,43.02,8.38,6.86,561.65,26.19,7.40099758238757,0.59,0.983636363636364,0.802727272727273,0.80654623555888,0.800800976062495,20,75,11
"141","Complex","2","Equus caballus","20180620","5",41.99,41.99,8.31,6.6,151.1,26.33,7.31186217617848,0.524285714285714,0.977142857142857,0.647142857142857,0.83399829908919,0.798928445716765,21,66,7
"142","Complex","3","Equus caballus","20180620","5",43.43,43.785,8.49,6.88,280.005,25.525,7.43274270518534,0.5325,0.99625,0.73125,0.836315290627457,0.83277427182615,15,59,8
"143","Complex","4","Equus caballus","20180620","5",34.94,35.01,7.7,5.94,397.74,23.58,6.66985679704194,0.602,0.988,0.526,0.7966937401871,0.796688067022467,21,77,5
"144","Complex","5","Equus caballus","20180620","5",47.88,54.655,9.545,7.25,12.34,29.005,7.8078620250309,0.631666666666667,0.955,0.568333333333333,0.773244658116289,0.835852134187682,15.5,47.5,6
"145","Complex","6","Equus caballus","20180620","5",37.51,37.51,7.37,6.59,27.93,23.93,6.91080424574564,0.526666666666667,1,0.493333333333333,0.837740475705656,0.823118771874935,33,95,3
"146","Microglia","1","Equus caballus","20180620","5",17.51,18,5.8,3.91,2.57,16.22,4.72169719786357,0.68953488372093,0.97,0.667131782945736,0.689826566231852,0.848328872944687,18,77,129
"147","Microglia","2","Equus caballus","20180620","5",18.39,18.405,6.045,3.97,7.15,16.37,4.83889194213713,0.6891875,0.9851875,0.646,0.684202676603387,0.851529133477955,19,71,160
"148","Microglia","3","Equus caballus","20180620","5",18.025,18.54,5.98,4.07,5.12,16.285,4.79059713893587,0.693369565217391,0.977173913043478,0.633478260869565,0.689459393489804,0.871280359345309,16,58,92
"149","Microglia","4","Equus caballus","20180620","5",16.92,17.99,5.71,4.14,7.6,16.25,4.64146669673703,0.665042735042735,0.974615384615385,0.660854700854701,0.707906478764885,0.853044256819182,19,71,117
"150","Microglia","5","Equus caballus","20180620","5",19.46,19.645,6,4.25,9.91,17.18,4.97767283166684,0.672753623188406,0.970579710144927,0.648550724637681,0.706021396397002,0.848034328733135,16,50,138
"151","Microglia","6","Equus caballus","20180620","5",17.42,17.575,5.815,3.955,17.215,16.245,4.70954524597362,0.721808510638298,0.987978723404255,0.58,0.672056548167212,0.830214397469334,24,100,188
"152","Ellipsoid","1","Equus caballus","20180620","6",51.26,52.68,10.32,6.385,0.795,27.215,8.07868576263328,0.801896551724138,0.964310344827586,0.698793103448276,0.586858008813874,0.898186425860491,16,63,58
"153","Ellipsoid","2","Equus caballus","20180620","6",46.01,47.01,9.69,5.93,1.49,25.82,7.65387166427977,0.797230769230769,0.985230769230769,0.662461538461538,0.591705265234599,0.899689333799174,17,61,65
"154","Ellipsoid","3","Equus caballus","20180620","6",75.905,90.7,14.085,7.46,1.485,35.65,9.83052176383304,0.804791666666667,0.94625,0.574375,0.583275137035975,0.913851167819424,12,42,48
"155","Ellipsoid","4","Equus caballus","20180620","6",57.52,58.37,10.79,6.71,3.04,28.13,8.55784661075241,0.801320754716981,0.992830188679245,0.624716981132076,0.586456881966682,0.900698871479028,17,65,53
"156","Ellipsoid","5","Equus caballus","20180620","6",76.58,77.84,12.4,7.08,2.62,32.61,9.87444602678139,0.804938271604938,0.976666666666667,0.671604938271605,0.582794308876775,0.902088049832103,16,51,81
"157","Ellipsoid","6","Equus caballus","20180620","6",39.03,39.03,8.905,5.25,9.65,23.395,7.04808064921524,0.785555555555556,0.997777777777778,0.605925925925926,0.606797422104022,0.883891485856308,25.5,107.5,54
"158","Round","1","Equus caballus","20180620","6",50.82,50.82,8.68,7.34,73.36,26.03,8.0440060705746,0.560869565217391,0.993478260869565,0.64,0.818411954668625,0.918189302268537,17,63,23
"159","Round","2","Equus caballus","20180620","6",48.39,48.39,8.59,7.33,27.9,26.16,7.84933510367181,0.527058823529412,0.99,0.610588235294118,0.840296277350051,0.920447012560435,17,66,17
"160","Round","3","Equus caballus","20180620","6",49.53,50.28,8.6,7.42,43,25.955,7.9404288385842,0.4855,0.995,0.835,0.862620904602269,0.921657889253367,14,42,20
"161","Round","4","Equus caballus","20180620","6",41.795,41.795,8.145,6.755,4.44,23.355,7.29456682188572,0.54,0.989375,0.61375,0.823428493979746,0.944442851625444,16,63,16
"162","Round","5","Equus caballus","20180620","6",52.86,55.1,8.96,7.92,29.7,27.02,8.20386752298577,0.4888,0.9624,0.6,0.860258739656922,0.925724534188181,15,50,25
"163","Round","6","Equus caballus","20180620","6",38.28,38.28,7.76,6.23,31.75,22.72,6.98137592258589,0.597692307692308,0.998461538461539,0.573076923076923,0.799763759574477,0.911437107723104,25,103,13
"164","Pyramidal","1","Equus caballus","20180620","6",52.205,53.14,11.945,5.845,52.895,30.81,8.15287953251912,0.862747252747253,0.97989010989011,0.684120879120879,0.489238322770462,0.754730695372423,16,62,182
"165","Pyramidal","2","Equus caballus","20180620","6",52.86,53.64,11.84,5.52,36.3,30.07,8.20386752298577,0.876468401486989,0.979628252788104,0.642267657992565,0.463611016539024,0.744218456283289,17,60,269
"166","Pyramidal","3","Equus caballus","20180620","6",48.055,48.105,11.965,5.375,61.425,27.765,7.8220981924612,0.867456140350877,0.98140350877193,0.800350877192982,0.480866434923624,0.770263430918806,13,40,114
"167","Pyramidal","4","Equus caballus","20180620","6",57.58,57.58,12.24,5.72,32.29,30.47,8.56230885835419,0.873173652694611,0.987604790419162,0.61251497005988,0.4683034914313,0.757979292242286,17,62,167
"168","Pyramidal","5","Equus caballus","20180620","6",65.995,67.015,12.74,6.385,46.945,33.065,9.1665865616526,0.8575,0.9717,0.66195,0.498322023280912,0.774696055533705,16,51,200
"169","Pyramidal","6","Equus caballus","20180620","6",35.635,35.745,9.225,5.005,64.24,23.91,6.73586588100026,0.839925373134328,0.986417910447761,0.596865671641791,0.532249923849078,0.78514930727431,25,106,134
"170","Complex","1","Equus caballus","20180620","6",61.65,61.65,9.46,8.21,218.46,32.37,8.85975270156695,0.612222222222222,0.99,0.531111111111111,0.782703315724336,0.785423577765256,14,62,9
"171","Complex","2","Equus caballus","20180620","6",37.88,45.22,8.38,6.88,272.25,27.19,6.94480481760056,0.564285714285714,0.841428571428571,0.705714285714286,0.813670473075155,0.801424428344774,19,58,7
"172","Complex","3","Equus caballus","20180620","6",76.52,76.52,11.28,8.74,0.24,33.69,9.87057698228096,0.63,1,0.76,0.774822695035461,0.847193867479733,14,31,1
"173","Complex","4","Equus caballus","20180620","6",39.125,39.125,7.82,6.575,168.115,24.765,7.05652397115963,0.554,0.995,0.664,0.823306146373274,0.788666631474372,17,60.5,10
"174","Complex","5","Equus caballus","20180620","6",36.06,36.25,7.38,6.64,343.83,23.53,6.77591454957558,0.575555555555556,0.998888888888889,0.871111111111111,0.812541811133287,0.807420900974438,14,55,9
"175","Complex","6","Equus caballus","20180620","6",42.935,46.675,8.68,7.2,1306.4,27.08,7.3920116495793,0.48,0.945,0.501666666666667,0.861829221613666,0.801979398978215,24,106,6
"176","Microglia","1","Equus caballus","20180620","6",15.88,16.73,5.73,3.81,7.64,15.65,4.496559125642,0.722079207920792,0.977128712871287,0.670792079207921,0.652099759162884,0.84027296830311,17,64,101
"177","Microglia","2","Equus caballus","20180620","6",16.64,17.14,5.9,3.73,5.37,16.12,4.60290191340127,0.712158273381295,0.972517985611511,0.620359712230216,0.659400918973006,0.819782129013596,18,61,139
"178","Microglia","3","Equus caballus","20180620","6",18.9,19.47,6.18,4,0.64,16.24,4.90553028687976,0.716486486486486,0.996216216216216,0.757567567567568,0.656150497636371,0.876146928075727,14,40,37
"179","Microglia","4","Equus caballus","20180620","6",17.6,18.6,5.895,4.19,7.97,16.45,4.73380934114476,0.673,0.982090909090909,0.606090909090909,0.701285603185206,0.836692272775878,18,63,110
"180","Microglia","5","Equus caballus","20180620","6",17.635,17.635,5.88,3.85,6.39,16.31,4.73852075231894,0.709150943396226,0.981132075471698,0.644339622641509,0.668875750275051,0.838206351949674,15,51.5,106
"181","Microglia","6","Equus caballus","20180620","6",18.04,18.41,5.94,4.08,12.76,16.6,4.79262364337346,0.690983606557377,0.988579234972678,0.61983606557377,0.693256831384797,0.836850406197233,25,106,183
"182","Ellipsoid","1","Ovis aries","20190602","8",38.59,38.59,9.09,5.76,0.68,23.45,7.00958729393749,0.786923076923077,0.975384615384615,0.682923076923077,0.605991353778745,0.900048687133877,15,53,65
"183","Ellipsoid","2","Ovis aries","20190602","8",41.505,41.57,9.785,5.71,0.41,24.06,7.26938292382589,0.799545454545455,0.983484848484849,0.749848484848485,0.589403809267432,0.899262140837154,14,45,66
"184","Ellipsoid","3","Ovis aries","20190602","8",39.925,40.225,9.195,5.755,1.38,23.325,7.12874539964966,0.77,0.993846153846154,0.703717948717949,0.63056734418981,0.904230857941993,16.5,49.5,78
"185","Ellipsoid","4","Ovis aries","20190602","8",54.95,54.95,10.955,6.425,0.65,27.71,8.36447924160238,0.807142857142857,0.984880952380952,0.768571428571429,0.576324394645732,0.896582481478782,13,36,84
"186","Ellipsoid","5","Ovis aries","20190602","8",50.81,51.26,10.64,6.31,0.31,26.04,8.04321461034042,0.805540540540541,0.995405405405405,0.799594594594595,0.581875272725608,0.907228230335083,15,48,74
"187","Ellipsoid","6","Ovis aries","20190602","8",40.18,40.36,9.12,5.585,0.37,23.77,7.1525341734386,0.786694915254237,0.987966101694915,0.699152542372881,0.609588655941761,0.899247509117201,8,28.5,118
"188","Round","1","Ovis aries","20190602","8",55.25,55.25,9.14,7.48,0.125,27.565,8.38401983868741,0.514,0.9165,0.628,0.845917162557574,0.929810192683259,14.5,49,20
"189","Round","2","Ovis aries","20190602","8",52.355,52.355,8.96,7.735,1.14,26.45,8.16444921092875,0.498157894736842,0.985789473684211,0.833684210526316,0.854251067276281,0.917682578149448,13,43,38
"190","Round","3","Ovis aries","20190602","8",43.8,44.23,8.47,6.93,2.46,25.18,7.46779030633561,0.504561403508772,0.998947368421053,0.793684210526316,0.854190018301021,0.902656230013162,16,53,57
"191","Round","4","Ovis aries","20190602","8",56.33,56.33,9.32,7.88,0.74,27.98,8.46885963721986,0.515957446808511,0.99936170212766,0.768085106382979,0.844198507667692,0.916989369477968,12,40,47
"192","Round","5","Ovis aries","20190602","8",65.245,65.255,9.45,8.965,5.49,29.425,9.10476810966304,0.406666666666667,1,0.813333333333333,0.898262720324079,0.907797811023268,13,42,18
"193","Round","6","Ovis aries","20190602","8",40.17,41.55,8.135,7.045,2.325,23.69,7.15164544087663,0.511851851851852,0.992222222222222,0.683703703703704,0.85201297671835,0.915536716258857,10,28,54
"194","Pyramidal","1","Ovis aries","20190602","8",45.03,45.93,10.65,5.85,42.44,27.01,7.57192027820053,0.827073170731707,0.991626016260163,0.706178861788618,0.550112411401989,0.785519534016425,16,53,123
"195","Pyramidal","2","Ovis aries","20190602","8",69.06,69.24,12.12,7.22,28.03,33.31,9.37709565694039,0.814299065420561,0.993177570093458,0.728878504672897,0.565253491505669,0.784006448899557,13,44,107
"196","Pyramidal","3","Ovis aries","20190602","8",38.88,38.88,9.63,5.78,34,24.65,7.03587617140205,0.783473684210526,0.984,0.730526315789474,0.611515032851987,0.801355979660303,17,52,95
"197","Pyramidal","4","Ovis aries","20190602","8",75.465,80.665,13.76,7.04,37.58,35.585,9.80180289813432,0.82984375,0.98703125,0.724765625,0.542227997592121,0.775456669899003,13,34,128
"198","Pyramidal","5","Ovis aries","20190602","8",84.71,84.71,14.71,7.41,32.195,37.1,10.385380196917,0.845438596491228,0.991491228070175,0.844122807017544,0.519407009204372,0.785764667885899,15,50,114
"199","Pyramidal","6","Ovis aries","20190602","8",54.53,58.83,11.3,6.35,27.38,30.36,8.33245176250114,0.81463768115942,0.978647342995169,0.669565217391304,0.565074207380474,0.787888710804524,9,29,207
"200","Complex","1","Ovis aries","20190602","8",59.345,59.345,9.785,8.11,120.445,30.28,8.6920469614861,0.501666666666667,0.994166666666667,0.7825,0.847585915386146,0.808160825354423,16.5,56,12
"201","Complex","2","Ovis aries","20190602","8",56.96,59.22,9.66,8.52,34,29.94,8.51608621774785,0.548695652173913,0.987391304347826,0.620869565217391,0.826136781910047,0.802497002532162,13,42,23
"202","Complex","3","Ovis aries","20190602","8",49.795,49.795,9.18,7.725,82.935,27.845,7.96191788357993,0.500625,1,0.6859375,0.85019393128349,0.814119869960492,16.5,50.5,32
"203","Complex","4","Ovis aries","20190602","8",54.21,54.21,9.55,7.37,143.34,28.89,8.30796700282886,0.566666666666667,0.967333333333333,0.546666666666667,0.814871269128537,0.819887020203656,13,34,15
"204","Complex","5","Ovis aries","20190602","8",57.45,57.45,9.77,8.06,105.35,30.17,8.55263771271969,0.587058823529412,0.985882352941176,0.538823529411765,0.80622960226386,0.811920081772974,14,47,17
"205","Complex","6","Ovis aries","20190602","8",56.07,56.07,9,8.27,210.85,29.21,8.44929235340455,0.546428571428571,0.986428571428571,0.629285714285714,0.824255747204684,0.804498103266814,12,29,28
"206","Microglia","1","Ovis aries","20190602","8",16.57,16.78,5.905,4.25,0.535,15.51,4.59320677960386,0.65445652173913,0.98695652173913,0.742934782608696,0.724149548074681,0.868015269732258,15,53,92
"207","Microglia","2","Ovis aries","20190602","8",18.285,18.33,5.86,4.215,4.98,15.955,4.82500279124881,0.634516129032258,0.995483870967742,0.671129032258065,0.72860516625069,0.882209892634775,14.5,44,62
"208","Microglia","3","Ovis aries","20190602","8",20.48,20.49,5.98,4.58,0.87,16.99,5.10646118913834,0.587142857142857,0.98043956043956,0.657912087912088,0.771663648768156,0.895384450810644,17,51,91
"209","Microglia","4","Ovis aries","20190602","8",18.735,18.735,6.205,3.915,1.44,16.16,4.88374113583669,0.69,0.9975,0.657,0.683290289454677,0.902271348951326,13.5,36,40
"210","Microglia","5","Ovis aries","20190602","8",16.455,17.47,5.77,3.925,0.465,15.88,4.57722428172004,0.690576923076923,0.979038461538462,0.775769230769231,0.69326300542064,0.893770247343813,14,50,52
"211","Microglia","6","Ovis aries","20190602","8",20.77,21.18,5.985,4.7,3.68,17.49,5.14248824443472,0.566184210526316,0.984473684210526,0.722828947368421,0.793609433735975,0.867147873914532,9,28,152
"212","Ellipsoid","1","Macaca mulatta","NHP47","9",46.99,47.73,9.73,5.98,5.1,26.14,7.73495482902811,0.778823529411765,0.955546218487395,0.678739495798319,0.619158746138504,0.901891215526454,25,110,119
"213","Ellipsoid","2","Macaca mulatta","NHP47","9",45.805,46.96,9.505,6.185,9.865,25.92,7.6367742022105,0.77,0.967616279069767,0.635174418604651,0.631622842977474,0.897856848797905,29,126,172
"214","Ellipsoid","3","Macaca mulatta","NHP47","9",42.165,43.94,9.42,5.865,6.425,24.865,7.32707732825692,0.776204819277108,0.964698795180723,0.699698795180723,0.622813341141758,0.898817061697594,32,154,166
"215","Ellipsoid","4","Macaca mulatta","NHP47","9",44.48,46.65,9.56,6.065,5.285,25.63,7.52538707719978,0.764861111111111,0.969583333333333,0.694930555555556,0.637869060629011,0.901453203813681,29,138,144
"216","Ellipsoid","5","Macaca mulatta","NHP47","9",39.73,40.57,9.2,5.67,3.31,24.065,7.11229289817503,0.785729166666667,0.962291666666667,0.675416666666667,0.609160001499129,0.901307005072118,28,118,96
"217","Ellipsoid","6","Macaca mulatta","NHP47","9",56.225,58.08,10.67,6.76,21.45,28.445,8.4598360064246,0.768108108108108,0.963513513513514,0.545810810810811,0.632562228771406,0.896257797798869,20,68,74
"218","Round","1","Macaca mulatta","NHP47","9",52.22,54.975,8.92,7.58,39.86,26.845,8.15299702425476,0.483888888888889,0.961851851851852,0.556481481481481,0.856364652371094,0.927049690819459,25,110.5,54
"219","Round","2","Macaca mulatta","NHP47","9",44.29,46.71,8.64,7.175,40.11,25.745,7.50944601394273,0.5278,0.9538,0.658,0.833636343943233,0.915556629883562,29,126,50
"220","Round","3","Macaca mulatta","NHP47","9",45.93,47.13,8.565,7.15,29.65,25.245,7.6472081502217,0.526621621621622,0.96,0.664594594594595,0.837688035179363,0.922965097489262,33,154,74
"221","Round","4","Macaca mulatta","NHP47","9",56.115,57.315,9.29,8.005,27.105,28.03,8.45244263793385,0.508214285714286,0.970595238095238,0.62297619047619,0.845281711735641,0.924292165120132,29,137,84
"222","Round","5","Macaca mulatta","NHP47","9",53.62,53.62,8.75,7.28,74.09,27.86,8.2626330179126,0.525675675675676,0.977837837837838,0.691621621621622,0.837504835959698,0.910656862932807,28,118,37
"223","Round","6","Macaca mulatta","NHP47","9",46.56,46.57,8.05,6.62,34.86,25.2,7.6994826581316,0.554545454545455,0.965454545454545,0.551818181818182,0.825667902247387,0.901834831178961,18,64,11
"224","Pyramidal","1","Macaca mulatta","NHP47","9",41.66,44.63,10.09,5.57,149.14,26.4,7.28307348814131,0.827030303030303,0.956121212121212,0.660060606060606,0.551623996285152,0.798019773037137,25,112,165
"225","Pyramidal","2","Macaca mulatta","NHP47","9",47.9,50.275,10.56,5.77,109.815,28.175,7.80949256948326,0.83375,0.969761904761905,0.656785714285714,0.539389937631023,0.805461874207541,29,127,168
"226","Pyramidal","3","Macaca mulatta","NHP47","9",48.36,48.42,10.52,5.7,104.09,27.58,7.8469015785463,0.825620437956204,0.975693430656934,0.658613138686131,0.550559216800896,0.800950137640092,31,155,137
"227","Pyramidal","4","Macaca mulatta","NHP47","9",45.18,46.39,10.15,5.75,117.94,27.1,7.58452125259958,0.819495798319328,0.967226890756303,0.669915966386555,0.563631259263545,0.805014069806399,30,138,119
"228","Pyramidal","5","Macaca mulatta","NHP47","9",44.39,46.38,10.59,5.68,135.22,27.27,7.51791882044452,0.838640776699029,0.96378640776699,0.709320388349515,0.533489388786925,0.800665264543909,28,116,103
"229","Pyramidal","6","Macaca mulatta","NHP47","9",32.45,32.66,8.87,4.92,48.16,22.45,6.42780080794793,0.843655913978495,0.970430107526882,0.592903225806452,0.528766182089546,0.810150281836073,20,69,93
"230","Complex","1","Macaca mulatta","NHP47","9",35.995,40.395,8.17,6.52,456.065,25.025,6.76639036890808,0.623333333333333,0.945,0.66,0.782705982466596,0.814597013885855,26,112.5,6
"231","Complex","2","Macaca mulatta","NHP47","9",43.99,44,8.17,6.875,312.795,26,7.48033622813031,0.573333333333333,0.988333333333333,0.54,0.813805489769274,0.821621643982553,31,134,6
"232","Complex","3","Macaca mulatta","NHP47","9",34.22,34.5,7.63,6.04,236.895,22.9,6.59977884950231,0.598333333333333,0.961666666666667,0.605,0.798681142612416,0.82837055398264,29.5,144.5,6
"233","Complex","4","Macaca mulatta","NHP47","9",40.98,41.05,8.31,6.97,153.55,25.22,7.22338954669115,0.518181818181818,0.987272727272727,0.75,0.836233001534605,0.838028749074427,25,140,11
"234","Complex","5","Macaca mulatta","NHP47","9",47.82,47.82,8.655,6.99,677.63,26.82,7.80296834731729,0.601666666666667,0.973333333333333,0.781666666666667,0.795456593453904,0.831257471195061,26,117,6
"235","Complex","6","Macaca mulatta","NHP47","9",28.05,35.01,7.32,6.22,509.5,22.79,5.97615003407891,0.53,0.8,0.56,0.849726775956284,0.847058343158203,19,69,1
"236","Microglia","1","Macaca mulatta","NHP47","9",17.96,18.145,5.9,3.995,2.505,16.2,4.78198517599579,0.677972972972973,0.967972972972973,0.639932432432432,0.698783009609213,0.877967467912476,26,109,148
"237","Microglia","2","Macaca mulatta","NHP47","9",20.4,21.185,6.04,4.43,6.745,17.14,5.09641663922479,0.642228260869565,0.974619565217391,0.660489130434783,0.7360399232918,0.891393945332708,28.5,129,184
"238","Microglia","3","Macaca mulatta","NHP47","9",18.81,19.78,6.03,4.16,7.16,16.87,4.8938365150941,0.663631284916201,0.96413407821229,0.659553072625698,0.721767709365459,0.882836520142944,32,155,179
"239","Microglia","4","Macaca mulatta","NHP47","9",20.19,20.77,6.05,4.44,4.62,17.1,5.07017814363588,0.654078212290503,0.971731843575419,0.618212290502793,0.733733314966673,0.882040976111226,28,136,179
"240","Microglia","5","Macaca mulatta","NHP47","9",19.28,19.45,5.82,4.15,4.12,16.69,4.95459972374095,0.647886178861789,0.983658536585366,0.735691056910569,0.726575631759925,0.886581859439936,28,119,123
"241","Microglia","6","Macaca mulatta","NHP47","9",17.95,18.08,5.74,3.98,10.97,16.12,4.7806537029988,0.697860465116279,0.984,0.584186046511628,0.691602288859751,0.851671746520688,21,70,215
"242","Ellipsoid","1","Macaca mulatta","NHP47","10",50.79,51.27,10.425,6.22,3.165,26.715,8.04163083271144,0.782966101694915,0.975338983050847,0.672966101694915,0.613578902027178,0.899291675800582,28,126,118
"243","Ellipsoid","2","Macaca mulatta","NHP47","10",45.44,46.31,9.55,6.11,9.64,25.45,7.60631349030302,0.775497076023392,0.960526315789474,0.678947368421053,0.622725359970769,0.895709224892917,27,115,171
"244","Ellipsoid","3","Macaca mulatta","NHP47","10",49.48,51.75,9.66,6.28,11.82,26.74,7.93724717225663,0.767516339869281,0.961176470588235,0.646601307189542,0.634127150265433,0.89977595086427,33,169,153
"245","Ellipsoid","4","Macaca mulatta","NHP47","10",47.815,49.915,9.78,6.14,11.68,26.5,7.80166940063087,0.778904109589041,0.958835616438356,0.682739726027397,0.61885310136402,0.896685716787572,30,163,146
"246","Ellipsoid","5","Macaca mulatta","NHP47","10",45.94,47.75,9.74,5.86,7.21,25.94,7.64804711577625,0.798151260504202,0.969579831932773,0.64344537815126,0.590912356281997,0.894752048293014,32,168,119
"247","Ellipsoid","6","Macaca mulatta","NHP47","10",46.24,46.245,9.535,5.885,12.94,25.435,7.67231052689977,0.794651162790698,0.975930232558139,0.598023255813953,0.599014530403658,0.896079372042088,20,79.5,86
"248","Round","1","Macaca mulatta","NHP47","10",51.785,52.79,8.9,7.485,31.75,26.965,8.12001906835455,0.518333333333333,0.961212121212121,0.629545454545455,0.842333313998104,0.921847140150756,28,124,66
"249","Round","2","Macaca mulatta","NHP47","10",47.11,48.64,8.95,7.24,62.31,26.46,7.74482504337403,0.518305084745763,0.962881355932203,0.672203389830508,0.845216828649221,0.918100421811599,26,117,59
"250","Round","3","Macaca mulatta","NHP47","10",51.555,52.655,9.095,7.275,30.015,26.79,8.10187708960283,0.52125,0.963,0.652125,0.838313359113862,0.932148600512545,32.5,164,80
"251","Round","4","Macaca mulatta","NHP47","10",47.855,49.62,8.635,7.235,61.73,25.925,7.80569680892357,0.501372549019608,0.961960784313725,0.649607843137255,0.851759902022167,0.932069157731441,32,163,102
"252","Round","5","Macaca mulatta","NHP47","10",48.09,48.1,8.33,7.23,58.55,25.93,7.82496579585585,0.511320754716981,0.982075471698113,0.635660377358491,0.845915646625632,0.914571516051047,31,163,53
"253","Round","6","Macaca mulatta","NHP47","10",45.57,45.57,8.44,6.86,19.31,25.44,7.61718622941447,0.538,0.9976,0.5388,0.834868326799371,0.91755457131019,21,75,25
"254","Pyramidal","1","Macaca mulatta","NHP47","10",47.89,51.93,10.85,5.94,96.76,28.54,7.80867733981671,0.830440251572327,0.966289308176101,0.68937106918239,0.543136611537436,0.801731327456357,27,123,159
"255","Pyramidal","2","Macaca mulatta","NHP47","10",46.435,48.51,10.565,5.88,80.58,27.69,7.68913893251564,0.826888888888889,0.9715,0.658111111111111,0.552841996262381,0.80345075828771,25.5,114,180
"256","Pyramidal","3","Macaca mulatta","NHP47","10",41.94,42.8,10.09,5.53,99.74,26.37,7.3075075440394,0.83360248447205,0.967701863354037,0.648819875776398,0.5423955967865,0.802863003142556,32,168,161
"257","Pyramidal","4","Macaca mulatta","NHP47","10",45.155,47.19,10.265,5.62,98.685,26.68,7.58240830856163,0.822462686567164,0.975298507462687,0.695522388059701,0.558538453311872,0.80843696351259,32,162.5,134
"258","Pyramidal","5","Macaca mulatta","NHP47","10",43.14,45.38,9.835,5.705,49.105,26.56,7.41129265492832,0.830984848484849,0.974545454545454,0.639848484848485,0.544531507148103,0.80681476495919,31,166,132
"259","Pyramidal","6","Macaca mulatta","NHP47","10",34.51,34.51,8.92,4.94,80.28,23.13,6.62868740315988,0.82803738317757,0.979906542056075,0.600560747663551,0.545989316483174,0.796726218541387,20,79,107
"260","Complex","1","Macaca mulatta","NHP47","10",46.975,46.975,8.74,6.805,276.08,26.68,7.73251975701668,0.58875,0.97625,0.63375,0.804585233306892,0.830850430353791,26.5,125,8
"261","Complex","2","Macaca mulatta","NHP47","10",39.62,40.87,8.09,6.61,149.21,25.13,7.10251721310178,0.602,0.958,0.656,0.796886928852746,0.833882263199405,24,127,5
